decision_id,task_id,final_decision,primary_agent,supporting_agents,tools_used,confidence_score,risk_score,governance_status,approval_status,decision_reason,evidence,reversible_flag,recommended_next_action,created_at
decision_00410,task_00410,require_human_approval,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.83,51,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:50:00
decision_00411,task_00411,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:51:00
decision_00412,task_00412,require_human_approval,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.83,57,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:52:00
decision_00413,task_00413,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:53:00
decision_00414,task_00414,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:54:00
decision_00415,task_00415,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:55:00
decision_00416,task_00416,require_human_approval,rag_agent,governance_agent,retrieve_documents|validate_citations,0.83,69,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:56:00
decision_00417,task_00417,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:57:00
decision_00418,task_00418,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 06:58:00
decision_00419,task_00419,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 06:59:00
decision_00420,task_00420,require_human_approval,executive_agent,governance_agent,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:00:00
decision_00421,task_00421,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:01:00
decision_00422,task_00422,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 07:02:00
decision_00423,task_00423,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:03:00
decision_00424,task_00424,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 07:04:00
decision_00425,task_00425,require_human_approval,healthcare_ops_agent,governance_agent,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:05:00
decision_00426,task_00426,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:06:00
decision_00427,task_00427,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:07:00
decision_00428,task_00428,require_human_approval,rag_agent,governance_agent,retrieve_documents|validate_citations,0.83,69,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:08:00
decision_00429,task_00429,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:09:00
decision_00430,task_00430,require_human_approval,governance_agent,governance_agent,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:10:00
decision_00431,task_00431,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:11:00
decision_00432,task_00432,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:12:00
decision_00433,task_00433,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:13:00
decision_00434,task_00434,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 07:14:00
decision_00435,task_00435,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:15:00
decision_00436,task_00436,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 07:16:00
decision_00437,task_00437,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:17:00
decision_00438,task_00438,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:18:00
decision_00439,task_00439,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:19:00
